"","Gene_name","LFC_HA_AA","FDR_HA_AA"
"NR2F6","NR2F6",NA,NA
"NR3C1","NR3C1",NA,NA
"NR3C1P1","NR3C1P1",NA,NA
"NR3C2","NR3C2",NA,NA
"NR4A1","NR4A1",NA,NA
"NR4A1AS","NR4A1AS",NA,NA
"NR4A2","NR4A2",NA,NA
"NR4A3","NR4A3",NA,NA
"NR5A1","NR5A1",NA,NA
"NR5A2","NR5A2",NA,NA
"NR6A1","NR6A1",NA,NA
"NRAD1","NRAD1",NA,NA
"NRAP","NRAP",NA,NA
"NRARP","NRARP",NA,NA
"NRAS","NRAS",NA,NA
"NRAV","NRAV",NA,NA
"NRBF2","NRBF2",NA,NA
"NRBP1","NRBP1",NA,NA
"NRBP2","NRBP2",NA,NA
"NRCAM","NRCAM",NA,NA
"NRDC","NRDC",NA,NA
"NRDE2","NRDE2",NA,NA
"NREP","NREP",NA,NA
"NREP-AS1","NREP-AS1",NA,NA
"NRF1","NRF1",NA,NA
"NRG1","NRG1",NA,NA
"NRG1-IT1","NRG1-IT1",NA,NA
"NRG1-IT3","NRG1-IT3",NA,NA
"NRG2","NRG2",NA,NA
"NRG3","NRG3",NA,NA
"NRG3-AS1","NRG3-AS1",NA,NA
"NRG4","NRG4",NA,NA
"NRGN","NRGN",NA,NA
"NRIP1","NRIP1",NA,NA
"NRIP2","NRIP2",NA,NA
"NRIP3","NRIP3",NA,NA
"NRK","NRK",NA,NA
"NRL","NRL",NA,NA
"NRM","NRM",NA,NA
"NRN1","NRN1",NA,NA
"NRN1L","NRN1L",NA,NA
"NRP1","NRP1",NA,NA
"NRP2","NRP2",NA,NA
"NRROS","NRROS",NA,NA
"NRSN1","NRSN1",NA,NA
"NRSN2","NRSN2",NA,NA
"NRSN2-AS1","NRSN2-AS1",NA,NA
"NRTN","NRTN",NA,NA
"NRXN1","NRXN1",NA,NA
"NRXN2","NRXN2",NA,NA
"NRXN3","NRXN3",NA,NA
"NSA2","NSA2",NA,NA
"NSD1","NSD1",NA,NA
"NSD2","NSD2",NA,NA
"NSD3","NSD3",NA,NA
"NSDHL","NSDHL",NA,NA
"NSF","NSF",NA,NA
"NSFL1C","NSFL1C",NA,NA
"NSG1","NSG1",NA,NA
"NSG2","NSG2",NA,NA
"NSL1","NSL1",NA,NA
"NSMAF","NSMAF",NA,NA
"NSMCE1","NSMCE1",NA,NA
"NSMCE1-DT","NSMCE1-DT",NA,NA
"NSMCE2","NSMCE2",NA,NA
"NSMCE3","NSMCE3",NA,NA
"NSMCE4A","NSMCE4A",NA,NA
"NSMF","NSMF",NA,NA
"NSRP1","NSRP1",NA,NA
"NSRP1P1","NSRP1P1",NA,NA
"NSUN2","NSUN2",NA,NA
"NSUN3","NSUN3",NA,NA
"NSUN4","NSUN4",NA,NA
"NSUN5","NSUN5",NA,NA
"NSUN5P1","NSUN5P1",NA,NA
"NSUN5P2","NSUN5P2",NA,NA
"NSUN6","NSUN6",NA,NA
"NSUN7","NSUN7",NA,NA
"NT5C","NT5C",NA,NA
"NT5C1A","NT5C1A",NA,NA
"NT5C1B","NT5C1B",NA,NA
"NT5C1B-RDH14","NT5C1B-RDH14",NA,NA
"NT5C2","NT5C2",NA,NA
"NT5C3A","NT5C3A",NA,NA
"NT5C3AP1","NT5C3AP1",NA,NA
"NT5C3B","NT5C3B",NA,NA
"NT5DC1","NT5DC1",NA,NA
"NT5DC1P1","NT5DC1P1",NA,NA
"NT5DC1P2","NT5DC1P2",NA,NA
"NT5DC2","NT5DC2",NA,NA
"NT5DC3","NT5DC3",NA,NA
"NT5DC4","NT5DC4",NA,NA
"NT5E","NT5E",NA,NA
"NT5M","NT5M",NA,NA
"NTAN1","NTAN1",NA,NA
"NTAN1P1","NTAN1P1",NA,NA
"NTAN1P2","NTAN1P2",NA,NA
"NTAN1P3","NTAN1P3",NA,NA
"NTAQ1","NTAQ1",NA,NA
"NTF3","NTF3",NA,NA
"NTF4","NTF4",NA,NA
"NTHL1","NTHL1",NA,NA
"NTM","NTM",NA,NA
"NTMT1","NTMT1",NA,NA
"NTMT2","NTMT2",NA,NA
"NTN1","NTN1",NA,NA
"NTN3","NTN3",NA,NA
"NTN4","NTN4",NA,NA
"NTN5","NTN5",NA,NA
"NTNG1","NTNG1",NA,NA
"NTNG2","NTNG2",NA,NA
"NTPCR","NTPCR",NA,NA
"NTRK1","NTRK1",NA,NA
"NTRK2","NTRK2",NA,NA
"NTRK3","NTRK3",NA,NA
"NTRK3-AS1","NTRK3-AS1",NA,NA
"NTS","NTS",NA,NA
"NTSR1","NTSR1",NA,NA
"NTSR2","NTSR2",NA,NA
"NUAK1","NUAK1",NA,NA
"NUAK2","NUAK2",NA,NA
"NUB1","NUB1",NA,NA
"NUBP1","NUBP1",NA,NA
"NUBP2","NUBP2",NA,NA
"NUBPL","NUBPL",NA,NA
"NUCB1","NUCB1",NA,NA
"NUCB1-AS1","NUCB1-AS1",NA,NA
"NUCB2","NUCB2",NA,NA
"NUCKS1","NUCKS1",NA,NA
"NUCKS1P1","NUCKS1P1",NA,NA
"NUDC","NUDC",NA,NA
"NUDCD1","NUDCD1",NA,NA
"NUDCD2","NUDCD2",NA,NA
"NUDCD3","NUDCD3",NA,NA
"NUDT1","NUDT1",NA,NA
"NUDT10","NUDT10",NA,NA
"NUDT11","NUDT11",NA,NA
"NUDT12","NUDT12",NA,NA
"NUDT13","NUDT13",NA,NA
"NUDT14","NUDT14",NA,NA
"NUDT15","NUDT15",NA,NA
"NUDT16","NUDT16",NA,NA
"NUDT16-DT","NUDT16-DT",NA,NA
"NUDT16L1","NUDT16L1",NA,NA
"NUDT16L2P","NUDT16L2P",NA,NA
"NUDT17","NUDT17",NA,NA
"NUDT18","NUDT18",NA,NA
"NUDT19","NUDT19",NA,NA
"NUDT19P4","NUDT19P4",NA,NA
"NUDT19P5","NUDT19P5",NA,NA
"NUDT19P6","NUDT19P6",NA,NA
"NUDT2","NUDT2",NA,NA
"NUDT21","NUDT21",NA,NA
"NUDT22","NUDT22",NA,NA
"NUDT3","NUDT3",NA,NA
"NUDT4","NUDT4",NA,NA
"NUDT4B","NUDT4B",NA,NA
"NUDT5","NUDT5",NA,NA
"NUDT6","NUDT6",NA,NA
"NUDT7","NUDT7",NA,NA
"NUDT8","NUDT8",NA,NA
"NUDT9","NUDT9",NA,NA
"NUF2","NUF2",NA,NA
"NUFIP1","NUFIP1",NA,NA
"NUFIP2","NUFIP2",NA,NA
"NUGGC","NUGGC",NA,NA
"NUMA1","NUMA1",NA,NA
"NUMB","NUMB",NA,NA
"NUMBL","NUMBL",NA,NA
"NUP107","NUP107",NA,NA
"NUP133","NUP133",NA,NA
"NUP153","NUP153",NA,NA
"NUP153-AS1","NUP153-AS1",NA,NA
"NUP155","NUP155",NA,NA
"NUP160","NUP160",NA,NA
"NUP188","NUP188",NA,NA
"NUP205","NUP205",NA,NA
"NUP210","NUP210",NA,NA
"NUP210L","NUP210L",NA,NA
"NUP210P1","NUP210P1",NA,NA
"NUP214","NUP214",NA,NA
"NUP35","NUP35",NA,NA
"NUP37","NUP37",NA,NA
"NUP42","NUP42",NA,NA
"NUP43","NUP43",NA,NA
"NUP50","NUP50",NA,NA
"NUP50-DT","NUP50-DT",NA,NA
"NUP54","NUP54",NA,NA
"NUP58","NUP58",NA,NA
"NUP62","NUP62",NA,NA
"NUP62CL","NUP62CL",NA,NA
"NUP85","NUP85",NA,NA
"NUP88","NUP88",NA,NA
"NUP93","NUP93",NA,NA
"NUP93-DT","NUP93-DT",NA,NA
"NUP98","NUP98",NA,NA
"NUPR1","NUPR1",NA,NA
"NUPR2","NUPR2",NA,NA
"NUS1","NUS1",NA,NA
"NUSAP1","NUSAP1",NA,NA
"NUTF2","NUTF2",NA,NA
"NUTF2P4","NUTF2P4",NA,NA
"NUTF2P5","NUTF2P5",NA,NA
"NUTF2P6","NUTF2P6",NA,NA
"NUTM1","NUTM1",NA,NA
"NUTM2A","NUTM2A",NA,NA
"NUTM2A-AS1","NUTM2A-AS1",NA,NA
"NUTM2B","NUTM2B",NA,NA
"NUTM2B-AS1","NUTM2B-AS1",NA,NA
"NUTM2D","NUTM2D",NA,NA
"NUTM2E","NUTM2E",NA,NA
"NUTM2F","NUTM2F",NA,NA
"NUTM2G","NUTM2G",NA,NA
"NVL","NVL",NA,NA
"NWD1","NWD1",NA,NA
"NWD2","NWD2",NA,NA
"NXF1","NXF1",NA,NA
"NXF2","NXF2",NA,NA
"NXF2B","NXF2B",NA,NA
"NXF3","NXF3",NA,NA
"NXF4","NXF4",NA,NA
"NXF5","NXF5",NA,NA
"NXN","NXN",NA,NA
"NXNL1","NXNL1",NA,NA
"NXNL2","NXNL2",NA,NA
"NXPE1","NXPE1",NA,NA
"NXPE2","NXPE2",NA,NA
"NXPE2P1","NXPE2P1",NA,NA
"NXPE3","NXPE3",NA,NA
"NXPE4","NXPE4",NA,NA
"NXPH1","NXPH1",NA,NA
"NXPH2","NXPH2",NA,NA
"NXPH3","NXPH3",NA,NA
"NXPH4","NXPH4",NA,NA
"NXT1","NXT1",NA,NA
"NXT2","NXT2",NA,NA
"NYAP1","NYAP1",NA,NA
"NYAP2","NYAP2",NA,NA
"NYNRIN","NYNRIN",NA,NA
"NYX","NYX",NA,NA
"OAF","OAF",NA,NA
"OARD1","OARD1",NA,NA
"OAS1","OAS1",NA,NA
"OAS2","OAS2",NA,NA
"OAS3","OAS3",NA,NA
"OASL","OASL",NA,NA
"OAT","OAT",NA,NA
"OAZ1","OAZ1",NA,NA
"OAZ2","OAZ2",NA,NA
"OAZ3","OAZ3",NA,NA
"OBI1","OBI1",NA,NA
"OBI1-AS1","OBI1-AS1",NA,NA
"OBP2A","OBP2A",NA,NA
"OBP2B","OBP2B",NA,NA
"OBSCN","OBSCN",NA,NA
"OBSCN-AS1","OBSCN-AS1",NA,NA
"OBSL1","OBSL1",NA,NA
"OC90","OC90",NA,NA
"OCA2","OCA2",NA,NA
"OCEL1","OCEL1",NA,NA
"OCIAD1","OCIAD1",NA,NA
"OCIAD1-AS1","OCIAD1-AS1",NA,NA
"OCIAD2","OCIAD2",NA,NA
"OCLN","OCLN",NA,NA
"OCM","OCM",NA,NA
"OCM2","OCM2",NA,NA
"OCRL","OCRL",NA,NA
"OCSTAMP","OCSTAMP",NA,NA
"ODAD1","ODAD1",NA,NA
"ODAD2","ODAD2",NA,NA
"ODAD3","ODAD3",NA,NA
"ODAD4","ODAD4",NA,NA
"ODAM","ODAM",NA,NA
"ODAPH","ODAPH",NA,NA
"ODC1","ODC1",NA,NA
"ODF1","ODF1",NA,NA
"ODF2","ODF2",NA,NA
"ODF2-AS1","ODF2-AS1",NA,NA
"ODF2L","ODF2L",NA,NA
"ODF3","ODF3",NA,NA
"ODF3B","ODF3B",NA,NA
"ODF3L1","ODF3L1",NA,NA
"ODF3L2","ODF3L2",NA,NA
"ODF4","ODF4",NA,NA
"ODR4","ODR4",NA,NA
"OFD1","OFD1",NA,NA
"OFD1P10Y","OFD1P10Y",NA,NA
"OFD1P11Y","OFD1P11Y",NA,NA
"OFD1P13Y","OFD1P13Y",NA,NA
"OFD1P17","OFD1P17",NA,NA
"OFD1P1Y","OFD1P1Y",NA,NA
"OFD1P2Y","OFD1P2Y",NA,NA
"OFD1P4Y","OFD1P4Y",NA,NA
"OFD1P5Y","OFD1P5Y",NA,NA
"OFD1P7Y","OFD1P7Y",NA,NA
"OFD1P8Y","OFD1P8Y",NA,NA
"OFD1P9Y","OFD1P9Y",NA,NA
"OGA","OGA",NA,NA
"OGDH","OGDH",NA,NA
"OGDHL","OGDHL",NA,NA
"OGFOD1","OGFOD1",NA,NA
"OGFOD2","OGFOD2",NA,NA
"OGFOD3","OGFOD3",NA,NA
"OGFR","OGFR",NA,NA
"OGFR-AS1","OGFR-AS1",NA,NA
"OGFRL1","OGFRL1",NA,NA
"OGG1","OGG1",NA,NA
"OGN","OGN",NA,NA
"OGT","OGT",NA,NA
"OIP5","OIP5",NA,NA
"OIP5-AS1","OIP5-AS1",NA,NA
"OIT3","OIT3",NA,NA
"OLA1","OLA1",NA,NA
"OLA1P2","OLA1P2",NA,NA
"OLAH","OLAH",NA,NA
"OLFM1","OLFM1",NA,NA
"OLFM2","OLFM2",NA,NA
"OLFM3","OLFM3",NA,NA
"OLFM4","OLFM4",NA,NA
"OLFML1","OLFML1",NA,NA
"OLFML2A","OLFML2A",NA,NA
"OLFML2B","OLFML2B",NA,NA
"OLFML3","OLFML3",NA,NA
"OLIG1","OLIG1",NA,NA
"OLIG2","OLIG2",NA,NA
"OLIG3","OLIG3",NA,NA
"OLMALINC","OLMALINC",NA,NA
"OLR1","OLR1",NA,NA
"OMA1","OMA1",NA,NA
"OMD","OMD",NA,NA
"OMG","OMG",NA,NA
"OMP","OMP",NA,NA
"ONECUT1","ONECUT1",NA,NA
"ONECUT2","ONECUT2",NA,NA
"ONECUT3","ONECUT3",NA,NA
"OOEP","OOEP",NA,NA
"OOEPP2","OOEPP2",NA,NA
"OOSP1P1","OOSP1P1",NA,NA
"OOSP2","OOSP2",NA,NA
"OOSP4B","OOSP4B",NA,NA
"OPA1","OPA1",NA,NA
"OPA1-AS1","OPA1-AS1",NA,NA
"OPA3","OPA3",NA,NA
"OPALIN","OPALIN",NA,NA
"OPCML","OPCML",NA,NA
"OPHN1","OPHN1",NA,NA
"OPLAH","OPLAH",NA,NA
"OPN1LW","OPN1LW",NA,NA
"OPN1MW","OPN1MW",NA,NA
"OPN1MW2","OPN1MW2",NA,NA
"OPN1MW3","OPN1MW3",NA,NA
"OPN1SW","OPN1SW",NA,NA
"OPN3","OPN3",NA,NA
"OPN4","OPN4",NA,NA
"OPN5","OPN5",NA,NA
"OPRD1","OPRD1",NA,NA
"OPRK1","OPRK1",NA,NA
"OPRL1","OPRL1",NA,NA
"OPRM1","OPRM1",NA,NA
"OPRPN","OPRPN",NA,NA
"OPTC","OPTC",NA,NA
"OPTN","OPTN",NA,NA
"OR10A2","OR10A2",NA,NA
"OR10A3","OR10A3",NA,NA
"OR10A4","OR10A4",NA,NA
"OR10A5","OR10A5",NA,NA
"OR10A6","OR10A6",NA,NA
"OR10A7","OR10A7",NA,NA
"OR10AA1P","OR10AA1P",NA,NA
"OR10AC1","OR10AC1",NA,NA
"OR10AD1","OR10AD1",NA,NA
"OR10AE3P","OR10AE3P",NA,NA
"OR10AF1P","OR10AF1P",NA,NA
"OR10AG1","OR10AG1",NA,NA
"OR10AK1P","OR10AK1P",NA,NA
"OR10B1P","OR10B1P",NA,NA
"OR10C1","OR10C1",NA,NA
"OR10D1P","OR10D1P",NA,NA
"OR10D3","OR10D3",NA,NA
"OR10D5P","OR10D5P",NA,NA
"OR10G1P","OR10G1P",NA,NA
"OR10G2","OR10G2",NA,NA
"OR10G3","OR10G3",NA,NA
"OR10G4","OR10G4",NA,NA
"OR10G6","OR10G6",NA,NA
"OR10G7","OR10G7",NA,NA
"OR10G8","OR10G8",NA,NA
"OR10G9","OR10G9",NA,NA
"OR10H1","OR10H1",NA,NA
"OR10H2","OR10H2",NA,NA
"OR10H3","OR10H3",NA,NA
"OR10H4","OR10H4",NA,NA
"OR10H5","OR10H5",NA,NA
"OR10J1","OR10J1",NA,NA
"OR10J2P","OR10J2P",NA,NA
"OR10J3","OR10J3",NA,NA
"OR10J4","OR10J4",NA,NA
"OR10J5","OR10J5",NA,NA
"OR10J6P","OR10J6P",NA,NA
"OR10J7P","OR10J7P",NA,NA
"OR10J8P","OR10J8P",NA,NA
"OR10J9P","OR10J9P",NA,NA
"OR10K1","OR10K1",NA,NA
"OR10K2","OR10K2",NA,NA
"OR10P1","OR10P1",NA,NA
"OR10Q1","OR10Q1",NA,NA
"OR10Q2P","OR10Q2P",NA,NA
"OR10R1P","OR10R1P",NA,NA
"OR10R2","OR10R2",NA,NA
"OR10R3P","OR10R3P",NA,NA
"OR10S1","OR10S1",NA,NA
"OR10T1P","OR10T1P",NA,NA
"OR10T2","OR10T2",NA,NA
"OR10U1P","OR10U1P",NA,NA
"OR10V1","OR10V1",NA,NA
"OR10V2P","OR10V2P",NA,NA
"OR10V3P","OR10V3P",NA,NA
"OR10W1","OR10W1",NA,NA
"OR10X1","OR10X1",NA,NA
"OR10Y1P","OR10Y1P",NA,NA
"OR10Z1","OR10Z1",NA,NA
"OR11A1","OR11A1",NA,NA
"OR11G1P","OR11G1P",NA,NA
"OR11G2","OR11G2",NA,NA
"OR11H1","OR11H1",NA,NA
"OR11H12","OR11H12",NA,NA
"OR11H13P","OR11H13P",NA,NA
"OR11H2","OR11H2",NA,NA
"OR11H3P","OR11H3P",NA,NA
"OR11H4","OR11H4",NA,NA
"OR11H6","OR11H6",NA,NA
"OR11J2P","OR11J2P",NA,NA
"OR11J5P","OR11J5P",NA,NA
"OR11K2P","OR11K2P",NA,NA
"OR11L1","OR11L1",NA,NA
"OR11M1P","OR11M1P",NA,NA
"OR11N1P","OR11N1P",NA,NA
"OR11Q1P","OR11Q1P",NA,NA
"OR12D1","OR12D1",NA,NA
"OR12D2","OR12D2",NA,NA
"OR12D3","OR12D3",NA,NA
"OR13A1","OR13A1",NA,NA
"OR13C2","OR13C2",NA,NA
"OR13C3","OR13C3",NA,NA
"OR13C4","OR13C4",NA,NA
"OR13C5","OR13C5",NA,NA
"OR13C6P","OR13C6P",NA,NA
"OR13C7","OR13C7",NA,NA
"OR13C8","OR13C8",NA,NA
"OR13C9","OR13C9",NA,NA
"OR13D1","OR13D1",NA,NA
"OR13D2P","OR13D2P",NA,NA
"OR13D3P","OR13D3P",NA,NA
"OR13E1P","OR13E1P",NA,NA
"OR13F1","OR13F1",NA,NA
"OR13G1","OR13G1",NA,NA
"OR13H1","OR13H1",NA,NA
"OR13I1P","OR13I1P",NA,NA
"OR13J1","OR13J1",NA,NA
"OR13K1P","OR13K1P",NA,NA
"OR13Z1P","OR13Z1P",NA,NA
"OR13Z3P","OR13Z3P",NA,NA
"OR14A16","OR14A16",NA,NA
"OR14A2","OR14A2",NA,NA
"OR14C36","OR14C36",NA,NA
"OR14I1","OR14I1",NA,NA
"OR14J1","OR14J1",NA,NA
"OR14K1","OR14K1",NA,NA
"OR1A1","OR1A1",NA,NA
"OR1A2","OR1A2",NA,NA
"OR1AA1P","OR1AA1P",NA,NA
"OR1AB1P","OR1AB1P",NA,NA
"OR1B1","OR1B1",NA,NA
"OR1C1","OR1C1",NA,NA
"OR1D2","OR1D2",NA,NA
"OR1D4","OR1D4",NA,NA
"OR1D5","OR1D5",NA,NA
"OR1E1","OR1E1",NA,NA
"OR1E2","OR1E2",NA,NA
"OR1E3","OR1E3",NA,NA
"OR1F1","OR1F1",NA,NA
"OR1F12","OR1F12",NA,NA
"OR1F2P","OR1F2P",NA,NA
"OR1G1","OR1G1",NA,NA
"OR1H1P","OR1H1P",NA,NA
"OR1I1","OR1I1",NA,NA
"OR1J1","OR1J1",NA,NA
"OR1J2","OR1J2",NA,NA
"OR1J4","OR1J4",NA,NA
"OR1K1","OR1K1",NA,NA
"OR1L1","OR1L1",NA,NA
"OR1L3","OR1L3",NA,NA
"OR1L4","OR1L4",NA,NA
"OR1L6","OR1L6",NA,NA
"OR1L8","OR1L8",NA,NA
"OR1M1","OR1M1",NA,NA
"OR1N1","OR1N1",NA,NA
"OR1N2","OR1N2",NA,NA
"OR1P1","OR1P1",NA,NA
"OR1Q1","OR1Q1",NA,NA
"OR1R1P","OR1R1P",NA,NA
"OR1S1","OR1S1",NA,NA
"OR1S2","OR1S2",NA,NA
"OR1X1P","OR1X1P",NA,NA
"OR1X5P","OR1X5P",NA,NA
"OR2A1","OR2A1",NA,NA
"OR2A12","OR2A12",NA,NA
"OR2A14","OR2A14",NA,NA
"OR2A15P","OR2A15P",NA,NA
"OR2A2","OR2A2",NA,NA
"OR2A20P","OR2A20P",NA,NA
"OR2A25","OR2A25",NA,NA
"OR2A4","OR2A4",NA,NA
"OR2A42","OR2A42",NA,NA
"OR2A5","OR2A5",NA,NA
"OR2A7","OR2A7",NA,NA
"OR2AD1P","OR2AD1P",NA,NA
"OR2AE1","OR2AE1",NA,NA
"OR2AF1P","OR2AF1P",NA,NA
"OR2AG1","OR2AG1",NA,NA
"OR2AG2","OR2AG2",NA,NA
"OR2AI1P","OR2AI1P",NA,NA
"OR2AJ1","OR2AJ1",NA,NA
"OR2AK2","OR2AK2",NA,NA
"OR2AM1P","OR2AM1P",NA,NA
"OR2AP1","OR2AP1",NA,NA
"OR2AQ1P","OR2AQ1P",NA,NA
"OR2AS2P","OR2AS2P",NA,NA
"OR2AT1P","OR2AT1P",NA,NA
"OR2AT2P","OR2AT2P",NA,NA
"OR2AT4","OR2AT4",NA,NA
"OR2B11","OR2B11",NA,NA
"OR2B2","OR2B2",NA,NA
"OR2B3","OR2B3",NA,NA
"OR2B6","OR2B6",NA,NA
"OR2B7P","OR2B7P",NA,NA
"OR2B8P","OR2B8P",NA,NA
"OR2BH1P","OR2BH1P",NA,NA
"OR2C1","OR2C1",NA,NA
"OR2C3","OR2C3",NA,NA
"OR2D2","OR2D2",NA,NA
"OR2D3","OR2D3",NA,NA
"OR2F1","OR2F1",NA,NA
"OR2F2","OR2F2",NA,NA
"OR2G1P","OR2G1P",NA,NA
"OR2G2","OR2G2",NA,NA
"OR2G3","OR2G3",NA,NA
"OR2G6","OR2G6",NA,NA
"OR2H1","OR2H1",NA,NA
"OR2H2","OR2H2",NA,NA
"OR2J1","OR2J1",NA,NA
"OR2J2","OR2J2",NA,NA
"OR2J3","OR2J3",NA,NA
"OR2J4P","OR2J4P",NA,NA
"OR2K2","OR2K2",NA,NA
"OR2L13","OR2L13",NA,NA
"OR2L1P","OR2L1P",NA,NA
"OR2L2","OR2L2",NA,NA
"OR2L3","OR2L3",NA,NA
"OR2L5","OR2L5",NA,NA
"OR2L6P","OR2L6P",NA,NA
"OR2L8","OR2L8",NA,NA
"OR2L9P","OR2L9P",NA,NA
"OR2M2","OR2M2",NA,NA
"OR2M3","OR2M3",NA,NA
"OR2M4","OR2M4",NA,NA
"OR2M5","OR2M5",NA,NA
"OR2M7","OR2M7",NA,NA
"OR2P1P","OR2P1P",NA,NA
"OR2Q1P","OR2Q1P",NA,NA
"OR2R1P","OR2R1P",NA,NA
"OR2S2","OR2S2",NA,NA
"OR2T1","OR2T1",NA,NA
"OR2T10","OR2T10",NA,NA
"OR2T11","OR2T11",NA,NA
"OR2T12","OR2T12",NA,NA
"OR2T2","OR2T2",NA,NA
"OR2T27","OR2T27",NA,NA
"OR2T29","OR2T29",NA,NA
"OR2T3","OR2T3",NA,NA
"OR2T33","OR2T33",NA,NA
"OR2T34","OR2T34",NA,NA
"OR2T35","OR2T35",NA,NA
"OR2T4","OR2T4",NA,NA
"OR2T5","OR2T5",NA,NA
"OR2T6","OR2T6",NA,NA
"OR2T7","OR2T7",NA,NA
"OR2T8","OR2T8",NA,NA
"OR2U1P","OR2U1P",NA,NA
"OR2U2P","OR2U2P",NA,NA
"OR2V1","OR2V1",NA,NA
"OR2V2","OR2V2",NA,NA
"OR2W1","OR2W1",NA,NA
"OR2W2P","OR2W2P",NA,NA
"OR2W3","OR2W3",NA,NA
"OR2W4P","OR2W4P",NA,NA
"OR2W5P","OR2W5P",NA,NA
"OR2W6P","OR2W6P",NA,NA
"OR2Y1","OR2Y1",NA,NA
"OR2Z1","OR2Z1",NA,NA
"OR3A1","OR3A1",NA,NA
"OR3A2","OR3A2",NA,NA
"OR3A3","OR3A3",NA,NA
"OR3A4P","OR3A4P",NA,NA
"OR3B1P","OR3B1P",NA,NA
"OR3D1P","OR3D1P",NA,NA
"OR4A11P","OR4A11P",NA,NA
"OR4A12P","OR4A12P",NA,NA
"OR4A13P","OR4A13P",NA,NA
"OR4A15","OR4A15",NA,NA
"OR4A16","OR4A16",NA,NA
"OR4A17P","OR4A17P",NA,NA
"OR4A18P","OR4A18P",NA,NA
"OR4A19P","OR4A19P",NA,NA
"OR4A1P","OR4A1P",NA,NA
"OR4A21P","OR4A21P",NA,NA
"OR4A2P","OR4A2P",NA,NA
"OR4A3P","OR4A3P",NA,NA
"OR4A40P","OR4A40P",NA,NA
"OR4A41P","OR4A41P",NA,NA
"OR4A42P","OR4A42P",NA,NA
"OR4A43P","OR4A43P",NA,NA
"OR4A44P","OR4A44P",NA,NA
"OR4A45P","OR4A45P",NA,NA
"OR4A46P","OR4A46P",NA,NA
"OR4A47","OR4A47",NA,NA
"OR4A49P","OR4A49P",NA,NA
"OR4A4P","OR4A4P",NA,NA
"OR4A5","OR4A5",NA,NA
"OR4A6P","OR4A6P",NA,NA
"OR4A7P","OR4A7P",NA,NA
"OR4A8","OR4A8",NA,NA
"OR4A9P","OR4A9P",NA,NA
"OR4B1","OR4B1",NA,NA
"OR4B2P","OR4B2P",NA,NA
"OR4C10P","OR4C10P",NA,NA
"OR4C11","OR4C11",NA,NA
"OR4C12","OR4C12",NA,NA
"OR4C13","OR4C13",NA,NA
"OR4C14P","OR4C14P",NA,NA
"OR4C15","OR4C15",NA,NA
"OR4C16","OR4C16",NA,NA
"OR4C3","OR4C3",NA,NA
"OR4C45","OR4C45",NA,NA
"OR4C46","OR4C46",NA,NA
"OR4C49P","OR4C49P",NA,NA
"OR4C5","OR4C5",NA,NA
"OR4C50P","OR4C50P",NA,NA
"OR4C6","OR4C6",NA,NA
"OR4C7P","OR4C7P",NA,NA
"OR4C9P","OR4C9P",NA,NA
"OR4D1","OR4D1",NA,NA
"OR4D10","OR4D10",NA,NA
"OR4D11","OR4D11",NA,NA
"OR4D2","OR4D2",NA,NA
"OR4D5","OR4D5",NA,NA
"OR4D6","OR4D6",NA,NA
"OR4D7P","OR4D7P",NA,NA
"OR4D8P","OR4D8P",NA,NA
"OR4D9","OR4D9",NA,NA
"OR4E1","OR4E1",NA,NA
"OR4E2","OR4E2",NA,NA
"OR4F13P","OR4F13P",NA,NA
"OR4F14P","OR4F14P",NA,NA
"OR4F15","OR4F15",NA,NA
"OR4F17","OR4F17",NA,NA
"OR4F1P","OR4F1P",NA,NA
"OR4F21","OR4F21",NA,NA
"OR4F28P","OR4F28P",NA,NA
"OR4F2P","OR4F2P",NA,NA
"OR4F3","OR4F3",NA,NA
"OR4F4","OR4F4",NA,NA
"OR4F5","OR4F5",NA,NA
"OR4F6","OR4F6",NA,NA
"OR4F7P","OR4F7P",NA,NA
"OR4F8P","OR4F8P",NA,NA
"OR4G3P","OR4G3P",NA,NA
"OR4G4P","OR4G4P",NA,NA
"OR4G6P","OR4G6P",NA,NA
"OR4H12P","OR4H12P",NA,NA
"OR4K1","OR4K1",NA,NA
"OR4K11P","OR4K11P",NA,NA
"OR4K12P","OR4K12P",NA,NA
"OR4K13","OR4K13",NA,NA
"OR4K14","OR4K14",NA,NA
"OR4K15","OR4K15",NA,NA
"OR4K17","OR4K17",NA,NA
"OR4K2","OR4K2",NA,NA
"OR4K3","OR4K3",NA,NA
"OR4K5","OR4K5",NA,NA
"OR4K6P","OR4K6P",NA,NA
"OR4K7P","OR4K7P",NA,NA
"OR4K8P","OR4K8P",NA,NA
"OR4L1","OR4L1",NA,NA
"OR4M1","OR4M1",NA,NA
"OR4M2","OR4M2",NA,NA
"OR4N1P","OR4N1P",NA,NA
"OR4N2","OR4N2",NA,NA
"OR4N3P","OR4N3P",NA,NA
"OR4N4","OR4N4",NA,NA
"OR4N5","OR4N5",NA,NA
"OR4P1P","OR4P1P",NA,NA
"OR4P4","OR4P4",NA,NA
"OR4R3P","OR4R3P",NA,NA
"OR4S1","OR4S1",NA,NA
"OR4S2","OR4S2",NA,NA
"OR4T1P","OR4T1P",NA,NA
"OR4U1P","OR4U1P",NA,NA
"OR4V1P","OR4V1P",NA,NA
"OR4W1P","OR4W1P",NA,NA
